Account__,Description__,CompanyCode__,Allocable1__,Allocable2__,Allocable3__,Allocable4__,Allocable5__,Group__,Manager__
1635,1051 Undeposited Funds -HSV/LXR,2,,,,,,,
1635,1051 Undeposited Funds -HSV/LXR,3,,,,,,,
3685,107-01-000 DEUDORES DIVERSOS : DEUDORES DIV,12,,,,,,,
3685,107-01-000 DEUDORES DIVERSOS : DEUDORES DIV,13,,,,,,,
2903,107-01-001 DEUDORES DIVERSOS : DEUDORES DIV : RPL SERVICIOS,12,,,,,,,
2921,107-01-002 DEUDORES DIVERSOS : DEUDORES DIV : OTROS DEUDORES,12,,,,,,,
2904,107-01-003 DEUDORES DIVERSOS : DEUDORES DIV : AARON GOMEZ,12,,,,,,,
2905,107-01-004 DEUDORES DIVERSOS : DEUDORES DIV : AGUSTIN JUAREZ,12,,,,,,,
2906,107-01-005 DEUDORES DIVERSOS : DEUDORES DIV : AT&T COMUNICACIONES,12,,,,,,,
2907,107-01-006 DEUDORES DIVERSOS : DEUDORES DIV : BANORTE,12,,,,,,,
2908,107-01-007 DEUDORES DIVERSOS : DEUDORES DIV : CAJA CHICA,12,,,,,,,
2909,107-01-008 DEUDORES DIVERSOS : DEUDORES DIV : CFE,12,,,,,,,
2910,107-01-009 DEUDORES DIVERSOS : DEUDORES DIV : CHASE,12,,,,,,,
2911,107-01-010 DEUDORES DIVERSOS : DEUDORES DIV : FERNANDO BAUTISTA,12,,,,,,,
2912,107-01-011 DEUDORES DIVERSOS : DEUDORES DIV : JORGE HIPOLITO,12,,,,,,,
2912,107-01-011 DEUDORES DIVERSOS : DEUDORES DIV : JORGE HIPOLITO,13,,,,,,,
2913,107-01-012 DEUDORES DIVERSOS : DEUDORES DIV : KALOS,12,,,,,,,
2914,107-01-013 DEUDORES DIVERSOS : DEUDORES DIV : LEVISA,12,,,,,,,
2915,107-01-014 DEUDORES DIVERSOS : DEUDORES DIV : OSCAR ALDAPE,12,,,,,,,
2916,107-01-015 DEUDORES DIVERSOS : DEUDORES DIV : PRIMERO SEGUROS,12,,,,,,,
2917,107-01-016 DEUDORES DIVERSOS : DEUDORES DIV : PRISCILLA DE LOS RIOS,12,,,,,,,
3472,107-01-017 DEUDORES DIVERSOS : DEUDORES DIV : RPL SERVICIOS DEUDORES,12,,,,,,,
2919,107-01-018 DEUDORES DIVERSOS : DEUDORES DIV : TECNOLOGISTICA ADUANAL,12,,,,,,,
2920,107-01-019 DEUDORES DIVERSOS : DEUDORES DIV : TELCEL,12,,,,,,,
3686,107-01-020 DEUDORES DIVERSOS : DEUDORES DIV : LINEX LLC,12,,,,,,,
3687,107-01-021 DEUDORES DIVERSOS : DEUDORES DIV : LUIS LOZANO,12,,,,,,,
4112,107-01-030 DEUDORES DIVERSOS : DEUDORES DIV : PUNTO CLAVE,12,,,,,,,
4153,107-01-031 DEUDORES DIVERSOS : DEUDORES DIV : TOTAL PLAY,12,,,,,,,
4494,107-01-500 DEUDORES DIVERSOS : DEUDORES DIV : BONIFACIO RIVERA.,1,,,,,,,
4494,107-01-500 DEUDORES DIVERSOS : DEUDORES DIV : BONIFACIO RIVERA.,13,,,,,,,
4494,107-01-500 DEUDORES DIVERSOS : DEUDORES DIV : BONIFACIO RIVERA.,12,,,,,,,
4495,107-01-501 DEUDORES DIVERSOS : DEUDORES DIV : FRANCISCO HIPOLITO,13,,,,,,,
4495,107-01-501 DEUDORES DIVERSOS : DEUDORES DIV : FRANCISCO HIPOLITO,12,,,,,,,
4496,107-01-502 DEUDORES DIVERSOS : DEUDORES DIV : JOSE LUIS TIJERINA,13,,,,,,,
4496,107-01-502 DEUDORES DIVERSOS : DEUDORES DIV : JOSE LUIS TIJERINA,12,,,,,,,
4534,107-01-503 DEUDORES DIVERSOS : DEUDORES DIV : FER BAUTISTA,13,,,,,,,
4652,107-01-504 DEUDORES DIVERSOS : DEUDORES DIV : SERGIO FLORES,13,,,,,,,
4655,107-01-505 DEUDORES DIVERSOS : DEUDORES DIV : NOE REYES,13,,,,,,,
4658,107-01-506 DEUDORES DIVERSOS : DEUDORES DIV : BRANDON TORRES,13,,,,,,,
2773,113-01-000 IVA ACREDITABLE,13,,,,,,,
2773,113-01-000 IVA ACREDITABLE,12,,,,,,,
2922,113-01-001 IVA ACREDITABLE : IVA A FAVOR,12,,,,,,,
2922,113-01-001 IVA ACREDITABLE : IVA A FAVOR,13,,,,,,,
2923,113-01-002 IVA ACREDITABLE : IVA ACREDITABLE NO PAGADO,12,,,,,,,
2923,113-01-002 IVA ACREDITABLE : IVA ACREDITABLE NO PAGADO,13,,,,,,,
2924,113-01-003 IVA ACREDITABLE : IVA ACREDITABLE PAGADO,12,,,,,,,
2924,113-01-003 IVA ACREDITABLE : IVA ACREDITABLE PAGADO,13,,,,,,,
4280,114-00-000 ANTICIPOS ISR,13,,,,,,,
4536,114-01-000 ANTICIPOS ISR : PAGOS PROVISIONALES ISR,13,,,,,,,
4537,114-01-001 ANTICIPOS ISR : PAGOS PROVISIONALES ISR : PAGOS PROVISIONALES ISR 1,13,,,,,,,
2774,115-00-000 INVENTARIO,12,,,,,,,
2925,115-00-001 INVENTARIO : INVENTARIO,12,,,,,,,
4128,115-01-000 INVENTARIO : INVENTARIOS,12,,,,,,,
3688,115-01-001 INVENTARIO : INVENTARIOS : GRACO100139,12,,,,,,,
3689,115-01-002 INVENTARIO : INVENTARIOS : GRACO100846,12,,,,,,,
3690,115-01-003 INVENTARIO : INVENTARIOS : GRACO102124,12,,,,,,,
3691,115-01-004 INVENTARIO : INVENTARIOS : GRACO102207,12,,,,,,,
3692,115-01-005 INVENTARIO : INVENTARIOS : GRACO102814,12,,,,,,,
3693,115-01-006 INVENTARIO : INVENTARIOS : GRACO105445,12,,,,,,,
3694,115-01-007 INVENTARIO : INVENTARIOS : GRACO107167,12,,,,,,,
3695,115-01-008 INVENTARIO : INVENTARIOS : GRACO 109124,12,,,,,,,
3696,115-01-009 INVENTARIO : INVENTARIOS : GRACO 109126,12,,,,,,,
3697,115-01-010 INVENTARIO : INVENTARIOS : GRACO112309,12,,,,,,,
3698,115-01-011 INVENTARIO : INVENTARIOS : GRACO113344,12,,,,,,,
3699,115-01-012 INVENTARIO : INVENTARIOS : GRACO113779,12,,,,,,,
3700,115-01-013 INVENTARIO : INVENTARIOS : GRACO114070,12,,,,,,,
3701,115-01-014 INVENTARIO : INVENTARIOS : GRACO115484,12,,,,,,,
3702,115-01-015 INVENTARIO : INVENTARIOS : GRACO116550,12,,,,,,,
3703,115-01-016 INVENTARIO : INVENTARIOS : GRACO117484,12,,,,,,,
3704,115-01-017 INVENTARIO : INVENTARIOS : GRACO117485,12,,,,,,,
3705,115-01-018 INVENTARIO : INVENTARIOS : GRACO117490,12,,,,,,,
3706,115-01-019 INVENTARIO : INVENTARIOS : GRACO117491,12,,,,,,,
3707,115-01-020 INVENTARIO : INVENTARIOS : GRACO117634,12,,,,,,,
3708,115-01-021 INVENTARIO : INVENTARIOS : GRACO117635,12,,,,,,,
3709,115-01-022 INVENTARIO : INVENTARIOS : GRACO117773,12,,,,,,,
3710,115-01-023 INVENTARIO : INVENTARIOS : GRACO118432,12,,,,,,,
3711,115-01-024 INVENTARIO : INVENTARIOS : GRACO118433,12,,,,,,,
3712,115-01-025 INVENTARIO : INVENTARIOS : GRACO118665,12,,,,,,,
3713,115-01-026 INVENTARIO : INVENTARIOS : GRACO119626,12,,,,,,,
3714,115-01-027 INVENTARIO : INVENTARIOS : GRACO123967,12,,,,,,,
3715,115-01-028 INVENTARIO : INVENTARIOS : GRACO123969,12,,,,,,,
3716,115-01-029 INVENTARIO : INVENTARIOS : GRACO157630,12,,,,,,,
3717,115-01-030 INVENTARIO : INVENTARIOS : GRACO157785,12,,,,,,,
3718,115-01-031 INVENTARIO : INVENTARIOS : GRACO158491,12,,,,,,,
3719,115-01-032 INVENTARIO : INVENTARIOS : GRACO158674,12,,,,,,,
3720,115-01-033 INVENTARIO : INVENTARIOS : GRACO159846,12,,,,,,,
3721,115-01-034 INVENTARIO : INVENTARIOS : GRACO15B137,12,,,,,,,
3722,115-01-035 INVENTARIO : INVENTARIOS : GRACO15B202,12,,,,,,,
3723,115-01-036 INVENTARIO : INVENTARIOS : GARCO15B203,12,,,,,,,
3724,115-01-037 INVENTARIO : INVENTARIOS : GRACO15B204,12,,,,,,,
3725,115-01-038 INVENTARIO : INVENTARIOS : GRACO15B205,12,,,,,,,
3726,115-01-039 INVENTARIO : INVENTARIOS : GRACO15B206,12,,,,,,,
3727,115-01-040 INVENTARIO : INVENTARIOS : GRACO15B210,12,,,,,,,
3728,115-01-041 INVENTARIO : INVENTARIOS : GRACO15B211,12,,,,,,,
3729,115-01-042 INVENTARIO : INVENTARIOS : GRACO15B215,12,,,,,,,
3730,115-01-043 INVENTARIO : INVENTARIOS : GRACO15B221,12,,,,,,,
3731,115-01-044 INVENTARIO : INVENTARIOS : GRACO15B689,12,,,,,,,
3732,115-01-045 INVENTARIO : INVENTARIOS : GRACO15B801,12,,,,,,,
3733,115-01-046 INVENTARIO : INVENTARIOS : GRACO15C371,12,,,,,,,
3734,115-01-047 INVENTARIO : INVENTARIOS : GRACO15C375,12,,,,,,,
3735,115-01-048 INVENTARIO : INVENTARIOS : GRACO15C376,12,,,,,,,
3736,115-01-049 INVENTARIO : INVENTARIOS : GRACO15C377,12,,,,,,,
3737,115-01-050 INVENTARIO : INVENTARIOS : GRACO15C381,12,,,,,,,
3738,115-01-051 INVENTARIO : INVENTARIOS : GRACO15C480,12,,,,,,,
3739,115-01-052 INVENTARIO : INVENTARIOS : GRACO15C851,12,,,,,,,
3740,115-01-053 INVENTARIO : INVENTARIOS : GRACO15C866,12,,,,,,,
3741,115-01-054 INVENTARIO : INVENTARIOS : GRACO15C886,12,,,,,,,
3742,115-01-055 INVENTARIO : INVENTARIOS : GRACO15D234,12,,,,,,,
3743,115-01-056 INVENTARIO : INVENTARIOS : GRACO15D546,12,,,,,,,
3744,115-01-057 INVENTARIO : INVENTARIOS : GRACO15D909,12,,,,,,,
3745,115-01-058 INVENTARIO : INVENTARIOS : GRACO15H199,12,,,,,,,
3746,115-01-059 INVENTARIO : INVENTARIOS : GRACO15H185,12,,,,,,,
3747,115-01-060 INVENTARIO : INVENTARIOS : GRACO15H200,12,,,,,,,
3748,115-01-061 INVENTARIO : INVENTARIOS : GRACO15J553,12,,,,,,,
3749,115-01-062 INVENTARIO : INVENTARIOS : GRACO15J570,12,,,,,,,
3750,115-01-063 INVENTARIO : INVENTARIOS : GRACO162449,12,,,,,,,
3751,115-01-064 INVENTARIO : INVENTARIOS : GRACO16H294,12,,,,,,,
3752,115-01-065 INVENTARIO : INVENTARIOS : GRACO16H942,12,,,,,,,
3753,115-01-066 INVENTARIO : INVENTARIOS : GRACO15R646,12,,,,,,,
3754,115-01-067 INVENTARIO : INVENTARIOS : GRACO 15R650,12,,,,,,,
3755,115-01-068 INVENTARIO : INVENTARIOS : GRACO16U530,12,,,,,,,
3756,115-01-069 INVENTARIO : INVENTARIOS : GRACO16V879,12,,,,,,,
3757,115-01-070 INVENTARIO : INVENTARIOS : GRACO17D791,12,,,,,,,
3758,115-01-071 INVENTARIO : INVENTARIOS : GRACO180199,12,,,,,,,
3759,115-01-072 INVENTARIO : INVENTARIOS : GRACO191892,12,,,,,,,
3760,115-01-073 INVENTARIO : INVENTARIOS : GRACO192272,12,,,,,,,
3761,115-01-074 INVENTARIO : INVENTARIOS : GRACO206995,12,,,,,,,
3762,115-01-075 INVENTARIO : INVENTARIOS : GRACO217382,12,,,,,,,
3763,115-01-076 INVENTARIO : INVENTARIOS : GRACO224807,12,,,,,,,
3764,115-01-077 INVENTARIO : INVENTARIOS : GRACO234037,12,,,,,,,
3765,115-01-078 INVENTARIO : INVENTARIOS : GRACO234188,12,,,,,,,
3766,115-01-079 INVENTARIO : INVENTARIOS : GRACO234983,12,,,,,,,
3767,115-01-080 INVENTARIO : INVENTARIOS : GRACO236596,12,,,,,,,
3768,115-01-081 INVENTARIO : INVENTARIOS : GRACO239914,12,,,,,,,
3769,115-01-082 INVENTARIO : INVENTARIOS : GRACO243190,12,,,,,,,
3770,115-01-083 INVENTARIO : INVENTARIOS : GRACO245979,12,,,,,,,
3771,115-01-084 INVENTARIO : INVENTARIOS : GRACO246012,12,,,,,,,
3772,115-01-085 INVENTARIO : INVENTARIOS : GRACO246055,12,,,,,,,
3773,115-01-086 INVENTARIO : INVENTARIOS : GRACO246100,12,,,,,,,
3774,115-01-087 INVENTARIO : INVENTARIOS : GRACO246101,12,,,,,,,
3775,115-01-088 INVENTARIO : INVENTARIOS : GRACO246348,12,,,,,,,
3776,115-01-089 INVENTARIO : INVENTARIOS : GRACO246349,12,,,,,,,
3777,115-01-090 INVENTARIO : INVENTARIOS : GRACO246350,12,,,,,,,
3778,115-01-091 INVENTARIO : INVENTARIOS : GRACO246352,12,,,,,,,
3779,115-01-092 INVENTARIO : INVENTARIOS : GRACO246354,12,,,,,,,
3780,115-01-093 INVENTARIO : INVENTARIOS : GRACO246355,12,,,,,,,
3781,115-01-094 INVENTARIO : INVENTARIOS : GRACO246356,12,,,,,,,
3782,115-01-095 INVENTARIO : INVENTARIOS : GRACO246358,12,,,,,,,
3783,115-01-096 INVENTARIO : INVENTARIOS : GRACO246359,12,,,,,,,
3784,115-01-097 INVENTARIO : INVENTARIOS : GRACO246360,12,,,,,,,
3785,115-01-098 INVENTARIO : INVENTARIOS : GRACO246420,12,,,,,,,
3786,115-01-099 INVENTARIO : INVENTARIOS : GRACO246421,12,,,,,,,
3787,115-01-100 INVENTARIO : INVENTARIOS : GRACO246477,12,,,,,,,
3788,115-01-101 INVENTARIO : INVENTARIOS : GRACO246483,12,,,,,,,
3789,115-01-102 INVENTARIO : INVENTARIOS : GRACO246491,12,,,,,,,
3790,115-01-103 INVENTARIO : INVENTARIOS : GRACO246624,12,,,,,,,
3791,115-01-104 INVENTARIO : INVENTARIOS : GRACO246627,12,,,,,,,
3792,115-01-105 INVENTARIO : INVENTARIOS : GRACO246628,12,,,,,,,
3793,115-01-106 INVENTARIO : INVENTARIOS : GRACO246629,12,,,,,,,
3794,115-01-107 INVENTARIO : INVENTARIOS : GRACO246630,12,,,,,,,
3795,115-01-108 INVENTARIO : INVENTARIOS : GRACO246679,12,,,,,,,
3796,115-01-109 INVENTARIO : INVENTARIOS : GRACO246731,12,,,,,,,
3797,115-01-110 INVENTARIO : INVENTARIOS : GRACO246875,12,,,,,,,
3798,115-01-111 INVENTARIO : INVENTARIOS : GRACO246962,12,,,,,,,
3799,115-01-112 INVENTARIO : INVENTARIOS : GRACO246963,12,,,,,,,
3800,115-01-113 INVENTARIO : INVENTARIOS : GRACO246978,12,,,,,,,
3801,115-01-114 INVENTARIO : INVENTARIOS : GRACO247113,12,,,,,,,
3802,115-01-115 INVENTARIO : INVENTARIOS : GRACO247503,12,,,,,,,
3803,115-01-116 INVENTARIO : INVENTARIOS : GRACO247616,12,,,,,,,
3804,115-01-117 INVENTARIO : INVENTARIOS : GRACO247779,12,,,,,,,
3805,115-01-118 INVENTARIO : INVENTARIOS : GRACO247827,12,,,,,,,
3806,115-01-119 INVENTARIO : INVENTARIOS : GRACO247835,12,,,,,,,
3807,115-01-120 INVENTARIO : INVENTARIOS : GRACO247837,12,,,,,,,
3808,115-01-121 INVENTARIO : INVENTARIOS : GRACO247839,12,,,,,,,
3809,115-01-122 INVENTARIO : INVENTARIOS : GRACO247883,12,,,,,,,
3810,115-01-123 INVENTARIO : INVENTARIOS : GRACO247955,12,,,,,,,
3811,115-01-124 INVENTARIO : INVENTARIOS : GRACO247958,12,,,,,,,
3812,115-01-125 INVENTARIO : INVENTARIOS : GRACO248001,12,,,,,,,
3813,115-01-126 INVENTARIO : INVENTARIOS : GRACO248003,12,,,,,,,
3814,115-01-127 INVENTARIO : INVENTARIOS : GRACO248004,12,,,,,,,
3815,115-01-128 INVENTARIO : INVENTARIOS : GRACO248028,12,,,,,,,
3816,115-01-129 INVENTARIO : INVENTARIOS : GRACO248064,12,,,,,,,
3817,115-01-130 INVENTARIO : INVENTARIOS : GRACO248128,12,,,,,,,
3818,115-01-131 INVENTARIO : INVENTARIOS : GRACO248129,12,,,,,,,
3819,115-01-132 INVENTARIO : INVENTARIOS : GRACO248130,12,,,,,,,
3820,115-01-133 INVENTARIO : INVENTARIOS : GRACO248131,12,,,,,,,
3821,115-01-134 INVENTARIO : INVENTARIOS : GRACO248132,12,,,,,,,
3822,115-01-135 INVENTARIO : INVENTARIOS : GRACO248133,12,,,,,,,
3823,115-01-136 INVENTARIO : INVENTARIOS : GRACO248134,12,,,,,,,
3824,115-01-137 INVENTARIO : INVENTARIOS : GRACO248280,12,,,,,,,
3825,115-01-138 INVENTARIO : INVENTARIOS : GRACO248618,12,,,,,,,
3826,115-01-139 INVENTARIO : INVENTARIOS : GRACO249499,12,,,,,,,
3827,115-01-140 INVENTARIO : INVENTARIOS : GRACO249810,12,,,,,,,
3828,115-01-141 INVENTARIO : INVENTARIOS : GRACO249855,12,,,,,,,
3829,115-01-142 INVENTARIO : INVENTARIOS : GRACO24C728,12,,,,,,,
3830,115-01-143 INVENTARIO : INVENTARIOS : GRACO24C729,12,,,,,,,
3831,115-01-144 INVENTARIO : INVENTARIOS : GRACO24G621,12,,,,,,,
3832,115-01-145 INVENTARIO : INVENTARIOS : GRACO24J423,12,,,,,,,
3833,115-01-146 INVENTARIO : INVENTARIOS : GRACO24J523,12,,,,,,,
3834,115-01-147 INVENTARIO : INVENTARIOS : GRACO24J528,12,,,,,,,
3835,115-01-148 INVENTARIO : INVENTARIOS : GRACO24J529,12,,,,,,,
3836,115-01-149 INVENTARIO : INVENTARIOS : GRACO24J532,12,,,,,,,
3837,115-01-150 INVENTARIO : INVENTARIOS : GRACO24J533,12,,,,,,,
3838,115-01-151 INVENTARIO : INVENTARIOS : GRACO24J534,12,,,,,,,
3839,115-01-152 INVENTARIO : INVENTARIOS : GRACO24J535,12,,,,,,,
3840,115-01-153 INVENTARIO : INVENTARIOS : GRACO24J536,12,,,,,,,
3841,115-01-154 INVENTARIO : INVENTARIOS : GRACO24J678,12,,,,,,,
3842,115-01-155 INVENTARIO : INVENTARIOS : GRACO24K207,12,,,,,,,
3843,115-01-156 INVENTARIO : INVENTARIOS : GRACO24K241,12,,,,,,,
4088,115-01-157 INVENTARIO : INVENTARIOS : GRACO24K363,12,,,,,,,
3844,115-01-158 INVENTARIO : INVENTARIOS : GRACO24K983,12,,,,,,,
3845,115-01-159 INVENTARIO : INVENTARIOS : GRACO24K984,12,,,,,,,
3846,115-01-160 INVENTARIO : INVENTARIOS : GRACO24K999,12,,,,,,,
3847,115-01-161 INVENTARIO : INVENTARIOS : GRACO24L002,12,,,,,,,
3848,115-01-162 INVENTARIO : INVENTARIOS : GRACO24M403,12,,,,,,,
3849,115-01-163 INVENTARIO : INVENTARIOS : GRACO24M404,12,,,,,,,
3850,115-01-164 INVENTARIO : INVENTARIOS : GRACO24T100,12,,,,,,,
3851,115-01-165 INVENTARIO : INVENTARIOS : GRACO24T973,12,,,,,,,
3852,115-01-166 INVENTARIO : INVENTARIOS : GRACO24M400,12,,,,,,,
3853,115-01-167 INVENTARIO : INVENTARIOS : GRACO24U315,12,,,,,,,
3854,115-01-168 INVENTARIO : INVENTARIOS : GRACO24U852,12,,,,,,,
3855,115-01-169 INVENTARIO : INVENTARIOS : GRACO24U853,12,,,,,,,
3856,115-01-170 INVENTARIO : INVENTARIOS : GRACO24X055,12,,,,,,,
3857,115-01-171 INVENTARIO : INVENTARIOS : GRACO24X056,12,,,,,,,
3858,115-01-172 INVENTARIO : INVENTARIOS : GRACO255148,12,,,,,,,
3859,115-01-173 INVENTARIO : INVENTARIOS : GRACO259024,12,,,,,,,
3860,115-01-174 INVENTARIO : INVENTARIOS : GRACO256200,12,,,,,,,
3861,115-01-175 INVENTARIO : INVENTARIOS : GRACO25M269,12,,,,,,,
3862,115-01-176 INVENTARIO : INVENTARIOS : GRACO25R000,12,,,,,,,
3863,115-01-177 INVENTARIO : INVENTARIOS : GRACO261669,12,,,,,,,
3864,115-01-178 INVENTARIO : INVENTARIOS : GRACO261821,12,,,,,,,
3865,115-01-179 INVENTARIO : INVENTARIOS : GRACO261847,12,,,,,,,
3866,115-01-180 INVENTARIO : INVENTARIOS : GRACO261854,12,,,,,,,
3867,115-01-181 INVENTARIO : INVENTARIOS : GRACO261859,12,,,,,,,
3868,115-01-182 INVENTARIO : INVENTARIOS : GRACO261864,12,,,,,,,
3869,115-01-183 INVENTARIO : INVENTARIOS : GRACO261876,12,,,,,,,
3870,115-01-184 INVENTARIO : INVENTARIOS : GRACO261878,12,,,,,,,
3871,115-01-185 INVENTARIO : INVENTARIOS : GRACO261892,12,,,,,,,
3872,115-01-186 INVENTARIO : INVENTARIOS : GRACO261897,12,,,,,,,
3873,115-01-187 INVENTARIO : INVENTARIOS : GRACO261898,12,,,,,,,
3874,115-01-188 INVENTARIO : INVENTARIOS : GRACO262034,12,,,,,,,
3875,115-01-189 INVENTARIO : INVENTARIOS : GRACO26A350,12,,,,,,,
3876,115-01-190 INVENTARIO : INVENTARIOS : GRACO272012,12,,,,,,,
3877,115-01-191 INVENTARIO : INVENTARIOS : GRACO295397,12,,,,,,,
3878,115-01-192 INVENTARIO : INVENTARIOS : GRACO295826,12,,,,,,,
3879,115-01-193 INVENTARIO : INVENTARIOS : GARCO295852,12,,,,,,,
3880,115-01-194 INVENTARIO : INVENTARIOS : GRACO296653,12,,,,,,,
3881,115-01-195 INVENTARIO : INVENTARIOS : GRACO296731,12,,,,,,,
3882,115-01-196 INVENTARIO : INVENTARIOS : GRACO296785,12,,,,,,,
3883,115-01-197 INVENTARIO : INVENTARIOS : GRACO551189,12,,,,,,,
3884,115-01-198 INVENTARIO : INVENTARIOS : GRACO555808,12,,,,,,,
3885,115-01-199 INVENTARIO : INVENTARIOS : GRACOGC2511,12,,,,,,,
3886,115-01-200 INVENTARIO : INVENTARIOS : GRACOAF2020,12,,,,,,,
3887,115-01-201 INVENTARIO : INVENTARIOS : GRACOAF4242,12,,,,,,,
3888,115-01-202 INVENTARIO : INVENTARIOS : GRACOAF5252,12,,,,,,,
3889,115-01-203 INVENTARIO : INVENTARIOS : GRACOAR5252,12,,,,,,,
3890,115-01-204 INVENTARIO : INVENTARIOS : GRACOAF2929,12,,,,,,,
3891,115-01-205 INVENTARIO : INVENTARIOS : GRACOAR2020,12,,,,,,,
3892,115-01-206 INVENTARIO : INVENTARIOS : GRACOAR2929,12,,,,,,,
3893,115-01-207 INVENTARIO : INVENTARIOS : GRACOAR3729,12,,,,,,,
3894,115-01-208 INVENTARIO : INVENTARIOS : GRACOAR3737,12,,,,,,,
3895,115-01-209 INVENTARIO : INVENTARIOS : GRACOAR4242,12,,,,,,,
3896,115-01-210 INVENTARIO : INVENTARIOS : GRACOAR7070,12,,,,,,,
3897,115-01-211 INVENTARIO : INVENTARIOS : GRACOAP2012,12,,,,,,,
3898,115-01-212 INVENTARIO : INVENTARIOS : GRACOAP9024,12,,,,,,,
3899,115-01-213 INVENTARIO : INVENTARIOS : GRACOC20203,12,,,,,,,
3900,115-01-214 INVENTARIO : INVENTARIOS : GRACOFL0101,12,,,,,,,
3901,115-01-215 INVENTARIO : INVENTARIOS : GRACOFT0424,12,,,,,,,
3902,115-01-216 INVENTARIO : INVENTARIOS : GRACOFT0438,12,,,,,,,
3903,115-01-217 INVENTARIO : INVENTARIOS : GRACOFT0624,12,,,,,,,
3904,115-01-218 INVENTARIO : INVENTARIOS : GRACOFT0638,12,,,,,,,
3905,115-01-219 INVENTARIO : INVENTARIOS : GRACOFT0838,12,,,,,,,
3906,115-01-220 INVENTARIO : INVENTARIOS : GRACOFT0848,12,,,,,,,
3907,115-01-221 INVENTARIO : INVENTARIOS : GRACOFTM424,12,,,,,,,
3908,115-01-222 INVENTARIO : INVENTARIOS : GRACOFTM438,12,,,,,,,
3909,115-01-223 INVENTARIO : INVENTARIOS : GRACOFTM848,12,,,,,,,
3910,115-01-224 INVENTARIO : INVENTARIOS : GRACOH45010,12,,,,,,,
3911,115-01-225 INVENTARIO : INVENTARIOS : GRACOXF1313,12,,,,,,,
3912,115-01-226 INVENTARIO : INVENTARIOS : GRACOXF1818,12,,,,,,,
3913,115-01-227 INVENTARIO : INVENTARIOS : GRACOXF5757,12,,,,,,,
3914,115-01-228 INVENTARIO : INVENTARIOS : GRACOXHD001,12,,,,,,,
3915,115-01-229 INVENTARIO : INVENTARIOS : GRACOXHD427,12,,,,,,,
3916,115-01-230 INVENTARIO : INVENTARIOS : LCINTACORTE-10,12,,,,,,,
3917,115-01-231 INVENTARIO : INVENTARIOS : LCINTACORTE-1,12,,,,,,,
3918,115-01-232 INVENTARIO : INVENTARIOS : LCINTACORTER-10,12,,,,,,,
3919,115-01-233 INVENTARIO : INVENTARIOS : PLASHUSKY9,12,,,,,,,
3920,115-01-234 INVENTARIO : INVENTARIOS : PLASHUSKY8,12,,,,,,,
3921,115-01-235 INVENTARIO : INVENTARIOS : PAPENMASC,12,,,,,,,
3922,115-01-236 INVENTARIO : INVENTARIOS : LTUBOGRASA,12,,,,,,,
3923,115-01-237 INVENTARIO : INVENTARIOS : POSITECTOR 6000,12,,,,,,,
3924,115-01-238 INVENTARIO : INVENTARIOS : MASCARA,12,,,,,,,
3925,115-01-239 INVENTARIO : INVENTARIOS : GUANTELATEX,12,,,,,,,
3926,115-01-240 INVENTARIO : INVENTARIOS : TRAJEPINTOR,12,,,,,,,
3927,115-01-241 INVENTARIO : INVENTARIOS : PAQLIJA,12,,,,,,,
3928,115-01-242 INVENTARIO : INVENTARIOS : NIPPLE1/4,12,,,,,,,
3929,115-01-243 INVENTARIO : INVENTARIOS : CINTAMASKING,12,,,,,,,
3930,115-01-244 INVENTARIO : INVENTARIOS : CINTAMARCAJE,12,,,,,,,
3931,115-01-245 INVENTARIO : INVENTARIOS : CINTATRANSP,12,,,,,,,
3932,115-01-246 INVENTARIO : INVENTARIOS : LNX-IC-320A,12,,,,,,,
3933,115-01-247 INVENTARIO : INVENTARIOS : LNX-IC-320B,12,,,,,,,
3934,115-01-248 INVENTARIO : INVENTARIOS : LPIG.P4358-8,12,,,,,,,
3935,115-01-249 INVENTARIO : INVENTARIOS : LPIG.P4365-8,12,,,,,,,
3936,115-01-250 INVENTARIO : INVENTARIOS : LPIG.P4373-8,12,,,,,,,
3937,115-01-251 INVENTARIO : INVENTARIOS : LPIG.P4374-8,12,,,,,,,
3938,115-01-252 INVENTARIO : INVENTARIOS : LPIG.P4395-40,12,,,,,,,
3939,115-01-253 INVENTARIO : INVENTARIOS : LPIG. P4342M-40,12,,,,,,,
3940,115-01-254 INVENTARIO : INVENTARIOS : LPIG. P4358-40,12,,,,,,,
3941,115-01-255 INVENTARIO : INVENTARIOS : LPIG. P4375-40,12,,,,,,,
3942,115-01-256 INVENTARIO : INVENTARIOS : LPIG.P4349-40,12,,,,,,,
3943,115-01-257 INVENTARIO : INVENTARIOS : LPIG.P5169-8,12,,,,,,,
3944,115-01-258 INVENTARIO : INVENTARIOS : LPIG. P5169-40,12,,,,,,,
3945,115-01-259 INVENTARIO : INVENTARIOS : LPIG.P5323-8,12,,,,,,,
3946,115-01-260 INVENTARIO : INVENTARIOS : LPRIMERSF515A,12,,,,,,,
3947,115-01-261 INVENTARIO : INVENTARIOS : LPRIMERSF515B,12,,,,,,,
3948,115-01-262 INVENTARIO : INVENTARIOS : LPRIMERXPMA,12,,,,,,,
3949,115-01-263 INVENTARIO : INVENTARIOS : LPRIMERXPMB,12,,,,,,,
3950,115-01-264 INVENTARIO : INVENTARIOS : PRM-A1ISO,12,,,,,,,
